Sentiment,No,Date,type,author,text,,
4,1468557918,Tue Apr 07 02:24:14 PDT 2009,NO_QUERY,libert_ong,is about to do paper works at the eve of his birthnight!  http://plurk.com/p/n0t0c,,
4,1468557939,Tue Apr 07 02:24:15 PDT 2009,NO_QUERY,nick_thompson,@olimould Lewis ,,
4,1468557978,Tue Apr 07 02:24:16 PDT 2009,NO_QUERY,Selenasunshine1,@OfficialCole Hy Cole.I come from Germany and My biggest wish is to have contact with you.I know that I never can see you but it�s OK. ,,
4,1468558030,Tue Apr 07 02:24:17 PDT 2009,NO_QUERY,suitelifeofkell,"I feel sorry for my 64 followers, cause my posts probably take up their entire page ",,
4,1468558048,Tue Apr 07 02:24:17 PDT 2009,NO_QUERY,AmazingBecause,"@sotodance photoboth is black&amp;white. and wayyy old. we call him Herbert lol. I love him, he's like a living legend.  gotta love Berlin &lt;3",,
4,1468558110,Tue Apr 07 02:24:19 PDT 2009,NO_QUERY,ElstreeStudios,"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys ",,
4,1468558113,Tue Apr 07 02:24:19 PDT 2009,NO_QUERY,yokosan77,Is chilling wit my boy ,,
4,1468558293,Tue Apr 07 02:24:23 PDT 2009,NO_QUERY,brightlydusted,@ghostbusterz a friend i knew online from last night finally added me up on his messenger. ,,
4,1468558380,Tue Apr 07 02:24:25 PDT 2009,NO_QUERY,HastaLaVegan,"@iwrotethis: Nope, you just caught me, cheers, I'm sure I will. Hope the sunshine holds out for you ",,
4,1468558419,Tue Apr 07 02:24:26 PDT 2009,NO_QUERY,xvikki,Is on the train  more shopping Yay,,
4,1468558573,Tue Apr 07 02:24:29 PDT 2009,NO_QUERY,shoesandbooks,@AngelaMaria1858 5  but my italian is basic for now,,
4,1468558595,Tue Apr 07 02:24:30 PDT 2009,NO_QUERY,crearie,Had a good start today! ,,
4,1468558619,Tue Apr 07 02:24:30 PDT 2009,NO_QUERY,formidablephoto,@petemc My Mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!!! ,,
4,1468558633,Tue Apr 07 02:24:31 PDT 2009,NO_QUERY,tpedersen,@nerdd I was pretty sure that you were checking new Tweets on your iPhone during the meeting ,,
4,1468558634,Tue Apr 07 02:24:31 PDT 2009,NO_QUERY,pongneng07,@escribitionist i didn't want to eat other's foodd!!!  dun make me sound so bad lah!  i just have another crave for food...that's all ,,
4,1468558700,Tue Apr 07 02:24:31 PDT 2009,NO_QUERY,nikki_lfc,is going to get some cereallllllll  will be living off Lucky Charms next week! WOOPWOOP!,,
4,1468558800,Tue Apr 07 02:24:34 PDT 2009,NO_QUERY,zjjtrans,"@paulissima It's just a toolbar with a set of functions, not very special. Actually it's not that specifically useful for a translator. ",,
4,1468558845,Tue Apr 07 02:24:35 PDT 2009,NO_QUERY,pocketrocket1,@seamushayes ...it will only get worse come winter.   The Chai at the Goldfish Bowl is the best out!,,
4,1468558867,Tue Apr 07 02:24:35 PDT 2009,NO_QUERY,peteb478,@OurDave Good routes here  http://www.bikely.com/maps/bike-path/Manly-Dam-Mountain-Bike-Track was today's ride. 2 laps!,,
4,1468569008,Tue Apr 07 02:28:11 PDT 2009,NO_QUERY,boomdeeclap,in the photoshop ,,
4,1468569076,Tue Apr 07 02:28:13 PDT 2009,NO_QUERY,trancesonic,We had a visit from our lovely zone head today .... nice ,,
4,1468569169,Tue Apr 07 02:28:16 PDT 2009,NO_QUERY,MoiMads,"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh... ",,
4,1468569174,Tue Apr 07 02:28:15 PDT 2009,NO_QUERY,rajaa77,"cool, I've got more followers! people are interested.....      ",,
4,1468569216,Tue Apr 07 02:28:16 PDT 2009,NO_QUERY,degrafik,@IanAspin I second to that Ian - thank you ,,
4,1468569238,Tue Apr 07 02:28:17 PDT 2009,NO_QUERY,Kreepsville,"Downloaded the pollock app, I quite like it! Drew a flower lolz   http://twitpic.com/2y7t8",,
4,1468569254,Tue Apr 07 02:28:17 PDT 2009,NO_QUERY,Scyranth,@SexySubKaylee heh heh dirty is always good gurl!  I like how you think ,,
4,1468569280,Tue Apr 07 02:28:18 PDT 2009,NO_QUERY,secretssky,Mmm mummy's culinary skills has been improving. Smells so good!  i'm loving home cooked food!,,
4,1468569282,Tue Apr 07 02:28:18 PDT 2009,NO_QUERY,texaszman,@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English? ,,
4,1468569420,Tue Apr 07 02:28:21 PDT 2009,NO_QUERY,loudhannah,@joyciebo hi cutie  welcome to the twitternation,,
4,1468569431,Tue Apr 07 02:28:20 PDT 2009,NO_QUERY,mattybeard,@coy0te Good morning! Feeling happier today? ,,
4,1468569432,Tue Apr 07 02:28:20 PDT 2009,NO_QUERY,filce,@louisepb You've come to the right place. I own an office interiors company!  How big would you like your desk?,,
4,1468569512,Tue Apr 07 02:28:22 PDT 2009,NO_QUERY,chinewinelover,@beijingboyce Who is @Maotai? I like Maotai spirit very much! ,,
4,1468569636,Tue Apr 07 02:28:25 PDT 2009,NO_QUERY,Dawnp42,I wish I still had my Simpsons shower radio. ,,
4,1468569663,Tue Apr 07 02:28:25 PDT 2009,NO_QUERY,JimPeake,@TradingGoddess  wow  that was an experience  you don't need to see repeated again glad he is ok. ,,
4,1468569686,Tue Apr 07 02:28:26 PDT 2009,NO_QUERY,Bekkaa,"Just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny ",,
4,1468569855,Tue Apr 07 02:28:30 PDT 2009,NO_QUERY,cnthia,happy birthday! ,,
4,1468570079,Tue Apr 07 02:28:35 PDT 2009,NO_QUERY,tomcritchlow,@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it ,,
4,1468570107,Tue Apr 07 02:28:35 PDT 2009,NO_QUERY,uhOHspaghettiOH,in the process of making doll no. 2 and it's looking heaps better and cuter ,,
4,1468570144,Tue Apr 07 02:28:36 PDT 2009,NO_QUERY,JayFjf,Here's my latest tune - http://soundcloud.com/jay-f/jay-f-untitled-as-of-now Leave a comment please ,,
4,1468570166,Tue Apr 07 02:28:36 PDT 2009,NO_QUERY,HawaiiJBFan,http://twitpic.com/2y7tc - My bby is so adorable ,,
4,1468570211,Tue Apr 07 02:28:37 PDT 2009,NO_QUERY,DrummoyneSS,"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me ",,
4,1468570230,Tue Apr 07 02:28:38 PDT 2009,NO_QUERY,sarahnewton,@emilylagrange  a revolution in household detergent introducing  #kidscleaning   get one now while stocks last ,,
4,1468570235,Tue Apr 07 02:28:38 PDT 2009,NO_QUERY,holl_xx,@thefutureheads : CONGRATULATIONS DAVE!! Enjoy the little 'un!  xxx,,
4,1468570320,Tue Apr 07 02:28:39 PDT 2009,NO_QUERY,lauradownie,besties staying tonite  !!,,
4,1468570356,Tue Apr 07 02:28:40 PDT 2009,NO_QUERY,30ModernMyths,"@jaredleto hey ho, jared! I'm vegan too...hope you're all right ",,
4,1468570379,Tue Apr 07 02:28:41 PDT 2009,NO_QUERY,makeupdiaries,@OliviaCosmetics ok then  might not be for a while though?,,
4,1468570401,Tue Apr 07 02:28:41 PDT 2009,NO_QUERY,Style_Slicker,"styling hunting today in Brick Lane and West End later on today, and I need to get a Canon 50mm f/1.8 lens at Jacobs ",,
4,1468570448,Tue Apr 07 02:28:42 PDT 2009,NO_QUERY,suitelifeofkell,"@luvmandy384 I am now, by .. um.. 2  WOOOO!",,
4,1468570475,Tue Apr 07 02:28:43 PDT 2009,NO_QUERY,zoepearman,morning everyone. ,,
4,1468570503,Tue Apr 07 02:28:43 PDT 2009,NO_QUERY,rlineker,@chrisgarrett I'm up for it! can't wait to here more details ,,
4,1468570535,Tue Apr 07 02:28:44 PDT 2009,NO_QUERY,Sleepytot,@eleahbaant I sure will. ,,
4,1468570541,Tue Apr 07 02:28:44 PDT 2009,NO_QUERY,venite,@annaarco I gained weight  I'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.,,
4,1468570544,Tue Apr 07 02:28:44 PDT 2009,NO_QUERY,LotiBradley,is a bit happier. She found her Chanel sunglasses. ,,
4,1468570566,Tue Apr 07 02:28:44 PDT 2009,NO_QUERY,Emily_Andree,Going to bed  goodnightttttt!,,
4,1468570583,Tue Apr 07 02:28:44 PDT 2009,NO_QUERY,grovesmedia,Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong ,,
4,1468570639,Tue Apr 07 02:28:46 PDT 2009,NO_QUERY,cybette,"@cityrat59 nothing to congratulate for, it's just a task, but thanks  @geovolt i don't work in the Maemo group",,
4,1468570707,Tue Apr 07 02:28:47 PDT 2009,NO_QUERY,lauramumford,I GET IT WOOOOOOOOOOOO  ,,
4,1468570782,Tue Apr 07 02:28:49 PDT 2009,NO_QUERY,edgemy,"@limyh Eh...where got face off la...we are all kawans here. Right or not, @staronline? ",,
4,1468570845,Tue Apr 07 02:28:50 PDT 2009,NO_QUERY,bograma,@sorinna Billie Holiday - I love this one  �T�ain�t Nobody�s Business If I Do�,,
4,1468570849,Tue Apr 07 02:28:50 PDT 2009,NO_QUERY,mrsteel,Jon Stewart loves Twitter  http://www.thedailyshow.com/video/index.jhtml?videoId=219519&amp,title=twitter-frenzy,
4,1468570858,Tue Apr 07 02:28:50 PDT 2009,NO_QUERY,emilyquinton,Our plans are coming together nicely! I am very happy indeed today ,,
4,1468570949,Tue Apr 07 02:28:52 PDT 2009,NO_QUERY,kimberleykeane,my uni is playing POTC outside and free hotX buns. i feel lovvvved  ,,
4,1468570981,Tue Apr 07 02:28:53 PDT 2009,NO_QUERY,whoopsie,@MmmBaileys Me  Happy Birthday! Loving the foxy avatar pic as well  Serious party plans for the big day?,,
4,1468571004,Tue Apr 07 02:28:53 PDT 2009,NO_QUERY,KristinDenee,Interesting night! i love my sisters ,,
4,1468571028,Tue Apr 07 02:28:54 PDT 2009,NO_QUERY,theragingocean,@FuckenJew Too shy for that. Plus he already stole my brain in my sleep. ,,
4,1468571138,Tue Apr 07 02:28:56 PDT 2009,NO_QUERY,thorerik,awesome song by Press play on tape: http://www.youtube.com/watch?v=hLWw1OpDrpI geekyness at it's best ,,
4,1468571153,Tue Apr 07 02:28:56 PDT 2009,NO_QUERY,LadyParadis,"@Lady_Twitster Good so far thanks, hope yours will treat you well too ",,
4,1468571162,Tue Apr 07 02:28:56 PDT 2009,NO_QUERY,Chezzym,"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day ",,
4,1468571187,Tue Apr 07 02:28:57 PDT 2009,NO_QUERY,xxbiancaa,@xsophiejane malese answered my question on twitter! check it outt  on malese her twitter it's about youu !,,
4,1468571194,Tue Apr 07 02:28:57 PDT 2009,NO_QUERY,girlstoys,"@earlydetection enjoy  I just can't get into it this season, but happy to know that you're getting your groove on.",,
4,1468571212,Tue Apr 07 02:28:57 PDT 2009,NO_QUERY,Jemz_ADQ,@philthatremains totally jst started blasting ATR at 10am dude. My mom is gonna kill me. BUT WHO CARES! ,,
4,1468571228,Tue Apr 07 02:28:58 PDT 2009,NO_QUERY,markwdck,"@drrnlvngstn can i have yours?  clouds have come in, i fear i may be too late to enjoy the weather",,
4,1468571351,Tue Apr 07 02:29:01 PDT 2009,NO_QUERY,fiskerton,"@katpaps Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist ",,
4,1468571486,Tue Apr 07 02:29:04 PDT 2009,NO_QUERY,lolly102,hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE! ,,
4,1468571518,Tue Apr 07 02:29:05 PDT 2009,NO_QUERY,Davidcatterall,@WilliamSledd  Love the videos William  New to twitter x,,
4,1468571542,Tue Apr 07 02:29:05 PDT 2009,NO_QUERY,AJuOnLiNE,@itsanimesh    I got an Openmoko FreeRunner and now and Android G1 as well!! yAy! ,,
4,1468571548,Tue Apr 07 02:29:06 PDT 2009,NO_QUERY,sarahnewton,@PeoplemapsJulie  I am looking for the berocca then all will be well ,,
4,1468571550,Tue Apr 07 02:29:06 PDT 2009,NO_QUERY,berrygurl919,"@mcherrywv pleasant is right  thank u V8 ppl, ur the best!!!",,
4,1468571564,Tue Apr 07 02:29:06 PDT 2009,NO_QUERY,VioletLilly,@texaszman He's bo-ring! ,,
4,1468571576,Tue Apr 07 02:29:07 PDT 2009,NO_QUERY,kt_m,@misterwallace did u get lots of msgs from people sayin they recognised u in mail ysterda &amp, felt bad like me u wernt named? katie x ,
4,1468571646,Tue Apr 07 02:29:08 PDT 2009,NO_QUERY,adorablecookies,"@meezyx haha, i havent seen that photo in AAAAAGES. have you worked out mentions yet? ",,
4,1468571716,Tue Apr 07 02:29:10 PDT 2009,NO_QUERY,gigajosh,@christinezegt It's fine if u'r smart and know it wouldn't be ok with music  but what about those not so smart? They might think its ok :/,,
4,1468571741,Tue Apr 07 02:29:10 PDT 2009,NO_QUERY,pologoaliestud,New Holiday Parade CD! Awesome ,,
4,1468571802,Tue Apr 07 02:29:11 PDT 2009,NO_QUERY,EmyJessi,i'm twittering from my new iphone love it! ,,
4,1468571837,Tue Apr 07 02:29:12 PDT 2009,NO_QUERY,heyitsbea,take me to a place where we can have some fun and dance the night away ,,
4,1468571901,Tue Apr 07 02:29:14 PDT 2009,NO_QUERY,ClareBears,@lazygiraffe It would do those things but I wouldn't imagine it doing much more ,,
4,1468572011,Tue Apr 07 02:29:17 PDT 2009,NO_QUERY,SASHHi,i would really like a towelie towel thanks ,,
4,1468572044,Tue Apr 07 02:29:17 PDT 2009,NO_QUERY,andrerib,@thirstforwine not even if I tell you it's 20�C and the sun is shinning ? ,,
4,1468572057,Tue Apr 07 02:29:17 PDT 2009,NO_QUERY,mattdavey,@danbladen do I have to bring my own short staff? Its portable ,,
4,1468572060,Tue Apr 07 02:29:17 PDT 2009,NO_QUERY,LesWaltonBBC,@Fatfairy69 Heroes 'Poor Parkman' - Remember never trust a Hero any episode now it'll all turn nasty ,,
4,1468572084,Tue Apr 07 02:29:18 PDT 2009,NO_QUERY,beautifulfro,@sian_the_mouse yessssssssssss !!!  I can't wait to get it zomg.,,
4,1468572144,Tue Apr 07 02:29:19 PDT 2009,NO_QUERY,digitalwm,@astovidiu good for you ,,
4,1468572269,Tue Apr 07 02:29:22 PDT 2009,NO_QUERY,Ashayo,Healed Malygos 25-man tonight. Pretty intense fight! But we got him ,,
4,1468572290,Tue Apr 07 02:29:23 PDT 2009,NO_QUERY,sparkes1,@IAmHorror I sence hostility  thought the sun was shining on Mid-S-N today?,,
4,1468572356,Tue Apr 07 02:29:24 PDT 2009,NO_QUERY,emilyquinton,@cosmicgirlie Thinking of you. Everything crossed  Turn baby turn!,,
4,1468572437,Tue Apr 07 02:29:26 PDT 2009,NO_QUERY,Heather1Lynn,"Good morning! Its tuesday. Automatically better than Monday. Almost payday, and closer to the weekend. ",,
4,1468572440,Tue Apr 07 02:29:26 PDT 2009,NO_QUERY,gissyx,Katies my formal dateee ,,
4,1468572442,Tue Apr 07 02:29:27 PDT 2009,NO_QUERY,todayinsf,@dnscook Roxy: That's hysterical! What's your Kitty's name? I hope you'll be watching at 6:30am! ,,
4,1468572534,Tue Apr 07 02:29:29 PDT 2009,NO_QUERY,mailboxman,Pardon my outburst. I'm just amazed at how wonderful my psp is ,,
4,1468572549,Tue Apr 07 02:29:29 PDT 2009,NO_QUERY,joannayoung,"@jayseetoo maybe it's just a west coast thing, anyway, today I don't mind  Nice new pic btw",,
4,1468572627,Tue Apr 07 02:29:30 PDT 2009,NO_QUERY,attwx,@neonplasma yah! thats why im still linked to the AOL lady on my home page ,,
4,1468572656,Tue Apr 07 02:29:31 PDT 2009,NO_QUERY,beelarge,"@Matterbox sparklers, glitter, condoms, chocolate, mini vodka, badges, magazine, crisps, mini wind up toy &amp; #discount voucher 4 dinner ",,
4,1468572657,Tue Apr 07 02:29:31 PDT 2009,NO_QUERY,h0uz3,I am such a workaholic! Made an appointment for monday at 11am. But monday is a bank holiday here... ,,
4,1468572669,Tue Apr 07 02:29:31 PDT 2009,NO_QUERY,KarenWelsh,Don't forget to watch @andybumatai at www.theandybumataishow.com at 1 p.m. Hawaii time (later on mainland!) tomorrow. I'll be there! ,,
4,1468572750,Tue Apr 07 02:29:34 PDT 2009,NO_QUERY,CourtneySit,@MxtMedia any new music mixes? I'd like to hear some if you let me... ,,
4,1468572758,Tue Apr 07 02:29:33 PDT 2009,NO_QUERY,fcandle,@babycakessss welcome then ,,
4,1468572767,Tue Apr 07 02:29:34 PDT 2009,NO_QUERY,Isobellabella,"Heading back to the office now. Harrow wasn't too bad, there was a Caf� Nero ",,
4,1468572810,Tue Apr 07 02:29:35 PDT 2009,NO_QUERY,whitsundays,"@TferThomas  Good Evening Sir,How is the travellin Man lol ",,
4,1468572855,Tue Apr 07 02:29:36 PDT 2009,NO_QUERY,Moist,"@lu_lu Internet says average blowjob lasts 20mins, at WA minimum wage of $17.60/hr for casual that rounds out to about $11.61 per blowjob ",,
4,1468572857,Tue Apr 07 02:29:36 PDT 2009,NO_QUERY,TferThomas,"@berrygurl919 hmmm, my Pearl had a fatal erro occur during a firmware upgrade, &amp; won't do anything including switch on. Unbricking now ",,
4,1468572868,Tue Apr 07 02:29:36 PDT 2009,NO_QUERY,jjjamiee,anyone wanna buy me stuff online?  i'll pay you in hugsssssssss,,
4,1468572879,Tue Apr 07 02:29:36 PDT 2009,NO_QUERY,CandleJakk,@TheRangeLoner very much yes ,,
4,1468583020,Tue Apr 07 02:33:01 PDT 2009,NO_QUERY,pvreymond,"@ShannonOKeeffe It shouldn't be your destination 4 your vacation, when you live the life of your dreams U live in the &quot;Land of Success&quot; ",,
4,1468583038,Tue Apr 07 02:33:02 PDT 2009,NO_QUERY,NathalieKinders,"@v_legand looking great iain!!!!  You can never get ready early enough, when it comes to stuff like that! :p",,
4,1468583245,Tue Apr 07 02:33:06 PDT 2009,NO_QUERY,rachelbabeee,is scanning piktchas from races maann ,,
4,1468583269,Tue Apr 07 02:33:06 PDT 2009,NO_QUERY,Lolita_Charlie,3 days and I shall be blonde whoop ,,
4,1468583309,Tue Apr 07 02:33:07 PDT 2009,NO_QUERY,RhiannonFuck,Sammie is gay  i right wish this update would come,,
4,1468583314,Tue Apr 07 02:33:07 PDT 2009,NO_QUERY,triinkat,"@DanHawkins good, i was already getting a bit worried ",,
4,1468583365,Tue Apr 07 02:33:08 PDT 2009,NO_QUERY,JamesCheeesee,@H0TBABE Well .... I'm on holiday!!! ,,
4,1468583415,Tue Apr 07 02:33:09 PDT 2009,NO_QUERY,rafik,@Joi okaeri  please take care of Bo chan ,,
4,1468583425,Tue Apr 07 02:33:09 PDT 2009,NO_QUERY,by_mihni,hi hotbabe he is rob33n site work ,,
4,1468583461,Tue Apr 07 02:33:11 PDT 2009,NO_QUERY,ChreeesDunn,@BethTing PRETTY GOOD THANKS  YOU?  haha,,
4,1468583495,Tue Apr 07 02:33:11 PDT 2009,NO_QUERY,bigkeefer,@bluegecko7 I totally agree. Hot Rod is funniest film since Something about Mary. Hmm. I can feel a repeat viewing coming on ,,
4,1468583519,Tue Apr 07 02:33:11 PDT 2009,NO_QUERY,saint333man,Eastern in arctic ,,
4,1468583528,Tue Apr 07 02:33:11 PDT 2009,NO_QUERY,TheFemGeek,@manda I'm going to try this last hour. I even turn the volume up on the alarm so I won't miss it. Nitey nite ,,
4,1468583550,Tue Apr 07 02:33:12 PDT 2009,NO_QUERY,gnarrly,oh yay dinners ready now!  haha,,
4,1468583551,Tue Apr 07 02:33:13 PDT 2009,NO_QUERY,OneLuvGurl,@jonconnelly lol! Nope.. I'll still be in my 20's for another year. ,,
4,1468583624,Tue Apr 07 02:33:14 PDT 2009,NO_QUERY,SexiiLexxii,Eating an easter egg  i knnow its abit early :p,,
4,1468583625,Tue Apr 07 02:33:14 PDT 2009,NO_QUERY,felipe_amorim,I'm going to take a shower.. I'm gonna try to wake up   http://twitpic.com/2y7wy,,
4,1468583710,Tue Apr 07 02:33:15 PDT 2009,NO_QUERY,FarihahBegum,Yayy!! It's Here!! I Keep Polishing It... It's Adorable!! ,,
4,1468583753,Tue Apr 07 02:33:17 PDT 2009,NO_QUERY,Dannyvan,@Robi27 Has a happi yes! ,,
4,1468583829,Tue Apr 07 02:33:18 PDT 2009,NO_QUERY,whisky_speyside,@benpopps @richward @Wardybits  gt for whisky fans incl. a chance to learn how to distill your own malt  http://www.spiritofspeyside.com/,,
4,1468583914,Tue Apr 07 02:33:20 PDT 2009,NO_QUERY,generousdesignr,@Spidor  Did you downloaded the file I've sent you via Dropbox? It's quite good stuff. Both Dropbox and the file  http://getdropbox.com,,
4,1468583918,Tue Apr 07 02:33:21 PDT 2009,NO_QUERY,PrincessShorty,"@lorissa Podcast? Thanks Lols, i didn't know about that. I can pass it on to RAF. ",,
4,1468583954,Tue Apr 07 02:33:21 PDT 2009,NO_QUERY,NikkolaD,"Yes, i found a good sized photo it will have to do ",,
4,1468584017,Tue Apr 07 02:33:23 PDT 2009,NO_QUERY,natobasso,@spanishmanners TextWrangler is awesome. Especially when I finally figured out how to increase the default font size. ,,
4,1468584097,Tue Apr 07 02:33:24 PDT 2009,NO_QUERY,NewArtRiot,@Noa_Liberator I didn't get any  but they told us we'll be getting a modest gift this year.,,
4,1468584381,Tue Apr 07 02:33:31 PDT 2009,NO_QUERY,Hetty4Christ,@DonEads WOW!! I am honored...thank you for connecting with me on my blog!!  just a mouth!,,
4,1468584405,Tue Apr 07 02:33:31 PDT 2009,NO_QUERY,tekool,@davidderaedt Does Lupo use itself for its own localization ? ,,
4,1468584462,Tue Apr 07 02:33:32 PDT 2009,NO_QUERY,Snowshadow,@Renato71 cheers ..it's a variation on a theme ,,
4,1468584540,Tue Apr 07 02:33:34 PDT 2009,NO_QUERY,jamiesmart,"@ruthbeedle hmm, rude. that person should be 'removed'. i am well, yes please food please yes ",,
4,1468584553,Tue Apr 07 02:33:34 PDT 2009,NO_QUERY,Vicita,@MandyyJirouxx how r u??  how's the weather in LA?? Vienna is awesome  xx,,
4,1468584585,Tue Apr 07 02:33:35 PDT 2009,NO_QUERY,marco_cali,@Jessthemediocre hahaha very cool! ,,
4,1468584592,Tue Apr 07 02:33:35 PDT 2009,NO_QUERY,MightyJordan,"@RebelSean Yeah, I've played it. Pretty good game, especially as it hasn't bothered with DRM, and it's cheap. ",,
4,1468584596,Tue Apr 07 02:33:35 PDT 2009,NO_QUERY,Anushaaa,@smartdashboard yah yah I can understand, if you use firefox browser then you can get an add on called twitterfox. I love it ,
4,1468584629,Tue Apr 07 02:33:36 PDT 2009,NO_QUERY,_StephanieDiaz_,@Lambgirl_83 Well Follow Me Twice! ,,
4,1468584681,Tue Apr 07 02:33:37 PDT 2009,NO_QUERY,xbloodyerinx,@Katne why r u in bad mood babe?? i sent you something this morning hope it will arrive early this time  xoxo,,
4,1468584712,Tue Apr 07 02:33:38 PDT 2009,NO_QUERY,chris_swan,@richardpbacon we were making electromagnets  I doubt she'd remember- tis not very show biz,,
4,1468584716,Tue Apr 07 02:33:38 PDT 2009,NO_QUERY,JamieBiggmama,is on my way to Kenny's place for a game of mahjong! Wish me luck peeps!Woohoo..!!   ,,
4,1468584738,Tue Apr 07 02:33:39 PDT 2009,NO_QUERY,silent_dream,SARAH!  told you I'd figure one out ,,
4,1468584793,Tue Apr 07 02:33:40 PDT 2009,NO_QUERY,ThinCasey12,"@DaviddjFrancis Yeaah well done Hannah and its nice to have Wyvern FM local all day again, how local radio show be during the day ",,
4,1468584834,Tue Apr 07 02:33:42 PDT 2009,NO_QUERY,cherylbinstock,@ricksanchezcnn That's way too true Rick. Some dumb - others just boring... Tks! ,,
4,1468584890,Tue Apr 07 02:33:42 PDT 2009,NO_QUERY,aheritier,@elefevre I have some monthes to convince my wife ,,
4,1468584990,Tue Apr 07 02:33:45 PDT 2009,NO_QUERY,t1mmyb,"@gas700girl excellent - the Twitterisation of everything continues apace, then ",,
4,1468585034,Tue Apr 07 02:33:46 PDT 2009,NO_QUERY,The_Mused,Getting ready to go out for dinner with the family to celebrate a most important day.....MY Birthday ,,
4,1468585042,Tue Apr 07 02:33:46 PDT 2009,NO_QUERY,tashkins,"@stewarttownsend shame you couldn't be here, back at ExCel again, reminds me of FOWA Expo and your beach stand ",,
4,1468585063,Tue Apr 07 02:33:47 PDT 2009,NO_QUERY,nezzle,@_pants_ You should do children's books. ,,
4,1468585128,Tue Apr 07 02:33:48 PDT 2009,NO_QUERY,swingtag,mmm..... going to a meeting at a wine farm tomorrow in stellenbosch.... yum ,,
4,1468585139,Tue Apr 07 02:33:48 PDT 2009,NO_QUERY,MiraCraigFan,"hey guys!  I am so tired, damn hahaha  I am so bad at Twittering now hahaha, but i promise dat this will change! ",,
4,1468585229,Tue Apr 07 02:33:50 PDT 2009,NO_QUERY,LadyParadis,@Sheamus I always find a tv channel called Dave hillarious. I am in the UK ,,
4,1468585291,Tue Apr 07 02:33:52 PDT 2009,NO_QUERY,tweetdeck,@keithdsouza glad you like it ,,
4,1468585373,Tue Apr 07 02:33:54 PDT 2009,NO_QUERY,sizemore,@EmmaLight I'd forgotten about that  We need to do that again sometime.,,
4,1468585468,Tue Apr 07 02:33:56 PDT 2009,NO_QUERY,kateditor,the silent house, music to my ears  just being tonight,
4,1468585489,Tue Apr 07 02:33:56 PDT 2009,NO_QUERY,chummy828,@markdan_03 may we come along?  *idea ni Hani,,
4,1468585500,Tue Apr 07 02:33:56 PDT 2009,NO_QUERY,nlupus,@dotmariusz I'm a late bird  Mariusz - you from Poland? past noon here - still morning for me ,,
4,1468585515,Tue Apr 07 02:33:57 PDT 2009,NO_QUERY,tonywgoodwyn,"One of my toons on City of Heroes just sold an item for 25Mil influence.  That will NEVER happen again.  Of course, it doesn't need to... ",,
